full_name,id,name,is_fork,owner,owner_url,repo_url,stars,forks,watchers,language,description,open_issues,license_name,topics,default_branch,pushed_at,created_at,updated_at
Chia-Network/chia-nft-minting-tool,514368773,chia-nft-minting-tool,False,Chia-Network,https://github.com/Chia-Network,https://github.com/Chia-Network/chia-nft-minting-tool,10,14,10,Python,Bulk Minting tool for NFTs,5,Apache License 2.0,,main,2025-02-21 18:01:59+00:00,2022-07-15 18:31:05+00:00,2025-02-21 18:02:01+00:00
s5-dev/S5,553776416,S5,False,s5-dev,https://github.com/s5-dev,https://github.com/s5-dev/S5,60,7,60,Dart,Decentralized content-addressed storage network,7,MIT License,"decentralized, p2p, blake3, cid, content-addressed, dart, rust",main,2024-06-05 13:41:33+00:00,2022-10-18 18:49:52+00:00,2025-01-01 16:32:15+00:00
PacktPublishing/Building-Full-Stack-DeFi-Application,585014978,Building-Full-Stack-DeFi-Application,False,PacktPublishing,https://github.com/PacktPublishing,https://github.com/PacktPublishing/Building-Full-Stack-DeFi-Application,21,17,21,JavaScript,"Building Full-stack DeFi Application, published by Packt Publishing",6,MIT License,,main,2024-04-18 06:48:14+00:00,2023-01-04 05:08:47+00:00,2025-02-10 07:13:45+00:00
WorkWorkWeb3/Web3-Recruitment-Platform,620794087,Web3-Recruitment-Platform,False,WorkWorkWeb3,https://github.com/WorkWorkWeb3,https://github.com/WorkWorkWeb3/Web3-Recruitment-Platform,793,48,793,,Web3 and remote work recruitment platforms and channels summary.｜Web3及远程工作招聘平台、频道汇总｜Made in @WorkWorkWeb3,4,Creative Commons Attribution Share Alike 4.0 International,"recruitment, web3, website, websites",main,2025-02-20 16:07:44+00:00,2023-03-29 11:41:58+00:00,2025-02-20 16:07:48+00:00
mrtnetwork/mrtwallet,725749158,mrtwallet,False,mrtnetwork,https://github.com/mrtnetwork,https://github.com/mrtnetwork/mrtwallet,33,8,33,Dart,"Open-source decentralized wallet for the future of finance. Securely manage assets, support for Bitcoin, XRP, Ethereum, Tron, Ton, Cosmos, Kusama, Polkadot, Substrate, Monero, Aptos, Sui, Stellar , Dogecoin, Litecoin, Dash and more.",5,Other,"android, bitcoin, litecoin, xrp, ethereum, tron, wallet, cardano, cosmos, web3, chrome-extensions, dogecoin, macos, monero, substrate, ton, windows, aptos, sui",main,2025-02-19 12:38:20+00:00,2023-11-30 19:47:01+00:00,2025-02-19 12:38:24+00:00
ScopeLift/flexible-voting,483786597,flexible-voting,False,ScopeLift,https://github.com/ScopeLift,https://github.com/ScopeLift/flexible-voting,87,9,87,Solidity,💪🗳️ Flexible Voting – A Powerful Building Block for DAO Governance,9,MIT License,"dao, ethereum, governance, governor, smart-contracts, solidity",master,2025-01-21 18:58:17+00:00,2022-04-20 19:26:45+00:00,2025-01-27 03:31:57+00:00
parasol-aser/vrust-open-source,561792648,vrust-open-source,False,parasol-aser,https://github.com/parasol-aser,https://github.com/parasol-aser/vrust-open-source,20,10,20,Rust,Automated Vulnerability Detection for Solana Smart Contracts,2,,,main,2024-05-21 16:29:25+00:00,2022-11-04 13:59:34+00:00,2025-02-11 12:03:39+00:00
web3bio/web3bio,510563299,web3bio,False,web3bio,https://github.com/web3bio,https://github.com/web3bio/web3bio,31,10,31,TypeScript,Web3.bio - Web3 Identity Graph Search and Link-in-bio Profile Service,0,MIT License,"web3, ens, ethereum, did, domains, farcaster, lens",main,2024-09-29 06:39:50+00:00,2022-07-05 02:35:49+00:00,2025-02-08 11:22:02+00:00
Galxe/galxe-contracts,481272657,galxe-contracts,False,Galxe,https://github.com/Galxe,https://github.com/Galxe/galxe-contracts,154,96,154,Solidity,Galxe smart contracts,11,Apache License 2.0,"blockchain, ethereum, project-galaxy, smart-contracts, hardhat, solidity, galxe",main,2024-06-05 18:44:36+00:00,2022-04-13 15:31:01+00:00,2025-02-10 06:01:03+00:00
0xB10C/miningpool-observer,361530952,miningpool-observer,False,0xB10C,https://github.com/0xB10C,https://github.com/0xB10C/miningpool-observer,62,13,62,Rust,Transparency for Mining Pool Transaction Selection,15,MIT License,"bitcoin, mining-pool",master,2025-01-17 15:48:40+00:00,2021-04-25 20:26:59+00:00,2025-02-14 06:35:51+00:00
nectariferous/Infinity-Web3-Crypto-Bot,833424516,Infinity-Web3-Crypto-Bot,False,nectariferous,https://github.com/nectariferous,https://github.com/nectariferous/Infinity-Web3-Crypto-Bot,15,51,15,JavaScript, 🌐 A Telegram bot and web application for engaging users in cryptocurrency and Web3 technologies.,0,,"telegram, telegram-airdrops, telegram-bot-api, telegram-bots, telegram-js, telegram-mini-apps, telegram-web-apps, twa, telegram-farming, telegram-giveaway",main,2024-07-25 04:02:43+00:00,2024-07-25 03:07:43+00:00,2025-01-30 07:41:13+00:00
pump-fun-official/pump-fun-bot,932729921,pump-fun-bot,False,pump-fun-official,https://github.com/pump-fun-official,https://github.com/pump-fun-official/pump-fun-bot,111,41,111,Python,,0,MIT License,"coingecko-api, copytrading, copytradingbot, dex-integration, liquidity-management, pump, pump-fun, pump-fun-bot, pump-fun-volume-bot, pumpfun-multiwallet, pumpfun-price-api, solana, solana-balance-checker, solana-program, solana-rpc, solana-token, solana-volume-bot, token-management, tradingbot",main,2025-02-18 20:40:02+00:00,2025-02-14 12:15:24+00:00,2025-02-19 12:31:05+00:00
RadiantBlockchain-Community/photonic-wallet,741341261,photonic-wallet,False,RadiantBlockchain-Community,https://github.com/RadiantBlockchain-Community,https://github.com/RadiantBlockchain-Community/photonic-wallet,6,6,6,TypeScript,Non-custodial wallet for minting tokens on the Radiant blockchain,0,MIT License,,master,2025-01-11 07:18:21+00:00,2024-01-10 07:37:46+00:00,2025-01-11 07:16:05+00:00
raphaellueckl/kraken-dca,475616294,kraken-dca,False,raphaellueckl,https://github.com/raphaellueckl,https://github.com/raphaellueckl/kraken-dca,30,8,30,JavaScript,A flexible Bitcoin DCA app for the cryptocurrency exchange kraken.com!,3,,,master,2024-11-05 15:53:06+00:00,2022-03-29 20:53:20+00:00,2025-02-11 13:42:56+00:00
Crypto-Phunks/nft-sales-twitter-bot,511641073,nft-sales-twitter-bot,False,Crypto-Phunks,https://github.com/Crypto-Phunks,https://github.com/Crypto-Phunks/nft-sales-twitter-bot,18,17,18,TypeScript,,4,Creative Commons Zero v1.0 Universal,,main,2024-03-17 15:51:37+00:00,2022-07-07 18:52:14+00:00,2024-08-20 18:42:53+00:00
satimoto/satimoto,399491600,satimoto,False,satimoto,https://github.com/satimoto,https://github.com/satimoto/satimoto,19,5,19,Swift,"No sign-up, no credit cards, charge your electric vehicle and pay instantly using Bitcoin over the Lightning Network",7,MIT License,"lightning, lng, android, ios, react-native, bitcoin, lightning-network, neutrino, lnd-mobile, golang, grpc, java, swift, typescript",main,2024-08-08 11:43:50+00:00,2021-08-24 14:16:20+00:00,2025-01-03 07:56:43+00:00
nikgeokar/tgcn_lstm_for_crypto_forecasting,615712334,tgcn_lstm_for_crypto_forecasting,False,nikgeokar,https://github.com/nikgeokar,https://github.com/nikgeokar/tgcn_lstm_for_crypto_forecasting,17,6,17,Jupyter Notebook,"This repository contains code and notebooks for a project focused on cryptocurrency price prediction. The project aims to explore and compare different machine learning approaches, including graph neural networks (GNNs) and Long Short-Term Memory (LSTM) models, to forecast cryptocurrency prices accurately.",0,,,master,2024-11-11 10:55:36+00:00,2023-03-18 13:11:59+00:00,2024-12-20 19:19:42+00:00
dante4rt/sonic-odyssey-bot,817551599,sonic-odyssey-bot,False,dante4rt,https://github.com/dante4rt,https://github.com/dante4rt/sonic-odyssey-bot,131,183,131,JavaScript,Sonic Odyssey Bot is an application for sending SOL (Solana) cryptocurrency transactions using seed phrases or private keys to random addresses.,7,MIT License,"airdrop, automation, bot, odyssey, solana, sonic, testnet, web3",main,2024-11-11 17:28:53+00:00,2024-06-20 01:06:00+00:00,2025-01-22 10:39:06+00:00
ethersphere/swarm-desktop,465521639,swarm-desktop,False,ethersphere,https://github.com/ethersphere,https://github.com/ethersphere/swarm-desktop,27,14,27,TypeScript,Electron Desktop app that helps you easily spin up and manage Swarm node,68,"BSD 3-Clause ""New"" or ""Revised"" License","electron, ethereum, swarm",master,2025-01-17 12:43:41+00:00,2022-03-03 01:07:47+00:00,2025-01-15 11:38:36+00:00
synonymdev/beignet,680906249,beignet,False,synonymdev,https://github.com/synonymdev,https://github.com/synonymdev/beignet,23,6,23,TypeScript,"An instant, self-custodial Bitcoin wallet for JS devs.",4,MIT License,"bitcoin, bitcoin-wallet, wallet",master,2025-02-10 23:59:31+00:00,2023-08-20 19:28:38+00:00,2025-02-13 19:31:06+00:00
forbole/big-dipper-2.0-cosmos,350972215,big-dipper-2.0-cosmos,False,forbole,https://github.com/forbole,https://github.com/forbole/big-dipper-2.0-cosmos,142,340,142,TypeScript,,37,Apache License 2.0,"block-explorer, blockchain, cosmos, cosmos-hub, cosmos-sdk, cryptocurrency, decentralized, staking, tendermint, validators",main,2024-11-25 08:35:18+00:00,2021-03-24 06:36:39+00:00,2025-01-22 16:33:10+00:00
mental32/exchange-orderbook,555822087,exchange-orderbook,False,mental32,https://github.com/mental32,https://github.com/mental32/exchange-orderbook,18,6,18,Rust,"A Full-stack, Auction-market, Spot-exchange written in Rust.",0,Other,"bitcoin, cryptocurrency, cryptocurrency-exchanges, exchange, exchange-api, hft, hft-trading, lock-free, low-latency, matching-engine, order-book, rust, stock-market, trading-api, trading-platform",main,2024-09-28 13:37:55+00:00,2022-10-22 12:13:20+00:00,2025-02-01 15:54:14+00:00
block-core/blockcore-wallet,390100350,blockcore-wallet,False,block-core,https://github.com/block-core,https://github.com/block-core/blockcore-wallet,45,40,45,TypeScript,"Web5 Wallet for your coins, tokens, identities, NFTs and more.",97,MIT License,"web3, cryptocurrency, extension, wallet, web5, nostr",main,2025-02-07 18:34:34+00:00,2021-07-27 19:16:04+00:00,2025-02-07 18:34:38+00:00
FuelLabs/fuel-agent-kit,903917121,fuel-agent-kit,False,FuelLabs,https://github.com/FuelLabs,https://github.com/FuelLabs/fuel-agent-kit,34,11,34,TypeScript,,16,MIT License,"agent, ai, crypto, ethereum, fuel, web3",main,2025-01-17 21:48:32+00:00,2024-12-15 22:04:07+00:00,2025-01-22 14:45:51+00:00
DracoR22/handi-cat_wallet-tracker,823457017,handi-cat_wallet-tracker,False,DracoR22,https://github.com/DracoR22,https://github.com/DracoR22/handi-cat_wallet-tracker,141,65,141,TypeScript,"Solana wallet tracker Telegram Bot, follow any wallet and get detailed information about every transaction in Raydium, Jupiter and pump.fun 😺",10,,"crypto, solana, solana-wallet-tracker, telegram-bot, web3, pumpfun, pumpfun-bot, raydium",main,2025-02-18 16:49:53+00:00,2024-07-03 04:38:03+00:00,2025-02-21 10:07:02+00:00
lorenzourera/solana-auto-sell-bot,756328316,solana-auto-sell-bot,False,lorenzourera,https://github.com/lorenzourera,https://github.com/lorenzourera/solana-auto-sell-bot,109,32,109,Python,This script continuously scans a Solana wallet for SPL tokens and tracks their age (time held) in seconds. Once a certain time has elapsed it will sell the token on raydium or pumpfun.,2,,"solana, solana-bot, trading-bot, pump-fun, pump-fun-bot, raydium, raydium-bot, defi, dex, memecoin, memefi",main,2025-01-13 09:15:25+00:00,2024-02-12 13:02:13+00:00,2025-02-20 02:18:09+00:00
feram18/led-stock-ticker,365427188,led-stock-ticker,False,feram18,https://github.com/feram18,https://github.com/feram18/led-stock-ticker,86,12,86,Python,"A display for real-time prices of stocks, cryptocurrencies, and forex rates on a Raspberry Pi-driven RGB LED matrix board. 📈",6,GNU General Public License v3.0,"raspberry-pi, led-matrix, adafruit, stock-data, cryptocurrencies, travis-ci, forex",master,2024-04-03 20:49:28+00:00,2021-05-08 05:29:35+00:00,2025-02-11 17:35:19+00:00
sidrisov/payflow,664372149,payflow,False,sidrisov,https://github.com/sidrisov,https://github.com/sidrisov/payflow,21,8,21,TypeScript,"PayFlow.me brings simplified crypto payment flows to Ethereum Layer 2, with secure Safe AA and gasless transactions",0,GNU General Public License v3.0,"crypto, defi, donations, ethereum, gasless-transactions, multichain, payment-management, payments, smart-wallet, web3, freelancer-payments, safe-aa",main,2025-02-20 16:54:27+00:00,2023-07-09 19:20:01+00:00,2025-02-20 16:54:31+00:00
AngleProtocol/borrow-contracts,454086323,borrow-contracts,False,AngleProtocol,https://github.com/AngleProtocol,https://github.com/AngleProtocol/borrow-contracts,38,17,38,TypeScript,🦾 Smart contracts for Angle Borrowing Module,4,GNU General Public License v3.0,"ethereum, foundry, hardhat, solidity",main,2024-11-27 11:39:50+00:00,2022-01-31 16:40:00+00:00,2024-11-27 11:39:59+00:00
RCasatta/blocks_iterator,360521076,blocks_iterator,False,RCasatta,https://github.com/RCasatta,https://github.com/RCasatta/blocks_iterator,57,8,57,Rust,Iterate over bitcoin blocks,14,MIT License,"bitcoin, rust, blocks",master,2025-01-19 17:26:39+00:00,2021-04-22 13:02:52+00:00,2025-02-06 14:52:49+00:00
victorybiz/laravel-crypto-payment-gateway,398644487,laravel-crypto-payment-gateway,False,victorybiz,https://github.com/victorybiz,https://github.com/victorybiz/laravel-crypto-payment-gateway,59,22,59,CSS,GoUrl.io Crypto Payment Gateway for Laravel,5,MIT License,"laravel, php, cryptocurrency, bitcoin, bitcoin-wallet, bitcoin-api, crypto, cryptocurrencies, payment-gateway, crypto-library, cryptocoins, bitcoin-payment, gourl",main,2024-04-01 19:18:34+00:00,2021-08-21 19:51:07+00:00,2025-02-19 21:57:45+00:00
Daltonic/dappFundsX,721227041,dappFundsX,False,Daltonic,https://github.com/Daltonic,https://github.com/Daltonic/dappFundsX,10,6,10,TypeScript,The DappFund.sol project is a Solidity-written Ethereum smart contract that serves as the backbone of a decentralized application (dApp) for charity purposes. It leverages the OpenZeppelin library to ensure secure and standardized development of the contract.,1,MIT License,"bitfinity, blockchain, dapps, nextjs, smart-contracts, solidity, typescript, web3",master,2024-03-24 08:38:31+00:00,2023-11-20 16:04:52+00:00,2024-10-16 17:40:36+00:00
pawurb/Locker,373336389,Locker,False,pawurb,https://github.com/pawurb,https://github.com/pawurb/Locker,31,6,31,TypeScript,"Ethereum Smart Contracts for locking Ether, ERC20 and ERC721 tokens based on time and price conditions",0,MIT License,"ether, blockchain, ethereum, erc20",main,2024-02-25 21:21:02+00:00,2021-06-03 00:23:08+00:00,2024-07-10 02:35:25+00:00
cryptodevhub/site,359175713,site,False,cryptodevhub,https://github.com/cryptodevhub,https://github.com/cryptodevhub/site,35,9,35,JavaScript,The official CryptoDevHub Website + Wiki,0,,"wiki, blockchain-developers, crypto, blockchain, cryptocurrency, bitcoin, ethereum, polkadot, cosmos, smart-contracts, evm, ethereum-virtual-machine, smart-contract",main,2024-06-12 08:38:31+00:00,2021-04-18 15:06:53+00:00,2025-01-19 13:12:06+00:00
oasysgames/oasys-blockscout,474613927,oasys-blockscout,False,oasysgames,https://github.com/oasysgames,https://github.com/oasysgames/oasys-blockscout,6,6,6,Elixir,Blockchain explorer for Ethereum based network and a tool for inspecting and analyzing EVM based blockchains.,0,GNU General Public License v3.0,,main,2024-06-11 01:54:30+00:00,2022-03-27 11:13:22+00:00,2024-06-11 01:52:59+00:00
shorthouse/CoinWatch,655260745,CoinWatch,False,shorthouse,https://github.com/shorthouse,https://github.com/shorthouse/CoinWatch,129,10,129,Kotlin,"CoinWatch is an Android cryptocurrency app providing real-time coin prices, price histories, and market data, built using the latest Android architecture components",4,,"android, android-clean-architecture, coroutines, crypto, cryptocurrency, finance, hilt, jetpack-compose, junit, kotlin, kotlin-coroutines, ktlint, material-design-3, mvvm, room-persistence-library, compose, android-jetpack, retrofit, jetpack-compose-example, bitcoin",main,2025-01-10 11:37:42+00:00,2023-06-18 11:28:46+00:00,2025-02-21 14:31:47+00:00
BoltzExchange/boltz-web-app,611253330,boltz-web-app,False,BoltzExchange,https://github.com/BoltzExchange,https://github.com/BoltzExchange/boltz-web-app,79,32,79,TypeScript,Boltz Web App,34,GNU Affero General Public License v3.0,"bitcoin, lightning, lightning-network, atomic-swap, submarine-swap, liquid-network",main,2025-02-14 21:26:56+00:00,2023-03-08 12:54:25+00:00,2025-02-14 20:19:32+00:00
hyperlane-xyz/hyperlane-nft,514324897,hyperlane-nft,False,hyperlane-xyz,https://github.com/hyperlane-xyz,https://github.com/hyperlane-xyz/hyperlane-nft,12,12,12,TypeScript,A cross-chain NFT app built on Hyperlane,1,Other,,main,2024-05-16 16:25:15+00:00,2022-07-15 15:51:06+00:00,2024-07-21 18:16:43+00:00
mrmendoza-dev/cryptotracker,552225499,cryptotracker,False,mrmendoza-dev,https://github.com/mrmendoza-dev,https://github.com/mrmendoza-dev/cryptotracker,21,11,21,TypeScript,Track prices and market data for 1000s of cryptocurrencies with the CoinGecko API. Modeled after CoinMarketCap and CoinGecko.,1,MIT License,"cryptocurrency, react, coingecko, coinmarketcap, bitcoin, ethereum, coingecko-api, coingeckoapi, etherscan, tailwindcss",master,2025-02-10 15:25:13+00:00,2022-10-16 05:06:59+00:00,2025-02-10 15:25:17+00:00
Consensys/codefi-assets-and-payments,550170999,codefi-assets-and-payments,False,Consensys,https://github.com/Consensys,https://github.com/Consensys/codefi-assets-and-payments,20,16,20,TypeScript,Platform for creating and managing digital assets as financial instruments,7,Apache License 2.0,"finance, cbdc, erc-1400, erc-20, ethereum, payments",main,2024-06-24 13:28:55+00:00,2022-10-12 10:11:32+00:00,2024-12-04 15:11:36+00:00
avengers-777/lightningenergy,791601121,lightningenergy,False,avengers-777,https://github.com/avengers-777,https://github.com/avengers-777/lightningenergy,16,12,16,Java,这是一个基于TRON区块链的能量租赁与自动回收平台,0,,,main,2024-04-25 03:36:29+00:00,2024-04-25 02:37:59+00:00,2025-01-18 07:03:36+00:00
0xTan1319/Sui-Sniper-Bot,908095034,Sui-Sniper-Bot,False,0xTan1319,https://github.com/0xTan1319,https://github.com/0xTan1319/Sui-Sniper-Bot,7,9,7,,Sniper bot on sui blockchain,0,,,main,2024-12-25 05:58:41+00:00,2024-12-25 05:47:13+00:00,2025-02-09 20:33:13+00:00
owallet-io/owallet,546614312,owallet,False,owallet-io,https://github.com/owallet-io,https://github.com/owallet-io/owallet,17,22,17,TypeScript,OWallet: Bitcoin x Cosmos-based x EVM in one wallet,7,Other,"bitcoin, blockchain, browser-extention, cosmos-sdk, ethereum, mobile-app, tron-protocol, wallet, injective, oraichain, osmosis",main,2025-02-21 04:00:16+00:00,2022-10-06 11:11:52+00:00,2025-02-20 04:37:16+00:00
TON-NFT/ton-wallet-utils,597095863,ton-wallet-utils,False,TON-NFT,https://github.com/TON-NFT,https://github.com/TON-NFT/ton-wallet-utils,18,5,18,JavaScript,https://www.npmjs.com/package/ton-wallet-utils,4,,,main,2024-06-16 08:39:44+00:00,2023-02-03 16:10:23+00:00,2025-01-31 10:38:51+00:00
DeFiApprentice/Solana-V6-DefiX-Opensource,847444759,Solana-V6-DefiX-Opensource,False,DeFiApprentice,https://github.com/DeFiApprentice,https://github.com/DeFiApprentice/Solana-V6-DefiX-Opensource,49,25,49,JavaScript,Solana Sniping Bot from DeFiX team,3,,,main,2024-08-25 20:52:00+00:00,2024-08-25 20:50:24+00:00,2025-02-18 09:18:51+00:00
NostrChat/NostrChat,617832217,NostrChat,False,NostrChat,https://github.com/NostrChat,https://github.com/NostrChat/NostrChat,125,26,125,TypeScript,NostrChat is one of the most decentralized chat apps ever built.,9,MIT License,"nostr, bitcoin, chat, social-network",development,2024-05-25 16:34:46+00:00,2023-03-23 07:51:09+00:00,2025-02-19 13:18:14+00:00
subaquatic-pierre/raderbot,651909501,raderbot,False,subaquatic-pierre,https://github.com/subaquatic-pierre,https://github.com/subaquatic-pierre/raderbot,19,7,19,Rust,Raderbot is a Rust-based trading bot designed to interact with the BingX WebSocket API for market data analysis and trading operations.,0,Other,"cryptocurrency, hft-trading, rust",main,2024-07-24 11:25:00+00:00,2023-06-10 13:17:33+00:00,2024-11-29 22:25:36+00:00
Unbesteveable/utxo-live,356334569,utxo-live,False,Unbesteveable,https://github.com/Unbesteveable,https://github.com/Unbesteveable/utxo-live,35,13,35,Python,Visualize the bitcoin blockchain from your local node,3,,,main,2024-03-11 01:16:17+00:00,2021-04-09 16:29:13+00:00,2024-10-15 02:17:12+00:00
worldcoin/worldcoin-token,641088920,worldcoin-token,False,worldcoin,https://github.com/worldcoin,https://github.com/worldcoin/worldcoin-token,29,10,29,Solidity,Smart contracts for the WLD token.,1,MIT License,managed-by-terraform,main,2024-07-24 12:43:51+00:00,2023-05-15 18:54:36+00:00,2025-02-12 19:18:58+00:00
zohar888444/nft,511185957,nft,False,zohar888444,https://github.com/zohar888444,https://github.com/zohar888444/nft,141,73,141,Java,NFT数字藏品艺术品交易平台，数字藏品系统源码,0,Apache License 2.0,,main,2024-11-27 04:59:41+00:00,2022-07-06 15:09:09+00:00,2025-01-29 18:57:33+00:00
solagent99/Solana_AIAgent_Trading,924750497,Solana_AIAgent_Trading,False,solagent99,https://github.com/solagent99,https://github.com/solagent99/Solana_AIAgent_Trading,78,68,78,TypeScript,🔥Blockchain AI Agent for Solana Trading -AI Agent Trading Tool for the Solana memecoin - Solana AI Agent for Trading - Groundbreaking Solana AI Agent Strategy,0,Apache License 2.0,"ai, aiagent, blockchain, solana, langchain, trading",main,2025-02-07 16:10:30+00:00,2025-01-30 15:36:32+00:00,2025-02-21 17:08:13+00:00
justshiftjk/Raydium-Sniper-Bot-V2,931734225,Raydium-Sniper-Bot-V2,False,justshiftjk,https://github.com/justshiftjk,https://github.com/justshiftjk/Raydium-Sniper-Bot-V2,18,6,18,,"Solana Raydium Sniper Bot V2 is a high-speed, automated trading bot designed for sniping new token launches on Raydium. It leverages Solana Yellowstone gRPC for instant execution, RugCheck API for scam detection, and supports dynamic trade configurations.",0,,"grpc, jito-bundle, memecoin, radium-sniper, raydium-sdk, solana-trade-bot, typescript, yellowstone",main,2025-02-15 19:59:03+00:00,2025-02-12 19:09:57+00:00,2025-02-18 10:13:17+00:00
bithyve/bitcoin-keeper,470904030,bitcoin-keeper,False,bithyve,https://github.com/bithyve,https://github.com/bithyve/bitcoin-keeper,60,12,60,TypeScript,"Secure today, plan for tomorrow. BIP 85 hot wallets, buy bitcoin, tor privacy.",185,MIT License,"bitcoin, bitcoin-wallet, multisig, vault, keeper, wallet",sprint,2025-02-21 15:16:46+00:00,2022-03-17 08:17:28+00:00,2025-02-20 04:35:09+00:00
sivicstudio/starkludo,826372536,starkludo,False,sivicstudio,https://github.com/sivicstudio,https://github.com/sivicstudio/starkludo,17,72,17,Cairo,Ludo game on Starknet,0,MIT License,"blockchain, dojo, game, reactjs, starknet",dev,2025-02-10 10:59:45+00:00,2024-07-09 15:25:21+00:00,2025-02-10 10:59:49+00:00
bitcoinsearch/bitcoinsearch-app,557460172,bitcoinsearch-app,False,bitcoinsearch,https://github.com/bitcoinsearch,https://github.com/bitcoinsearch/bitcoinsearch-app,19,15,19,TypeScript,Search the depths of bitcoin’s technical ecosystem,19,Apache License 2.0,"bitcoin, data, knowledge-base, search-engine",main,2024-12-31 15:51:09+00:00,2022-10-25 18:22:00+00:00,2024-12-31 15:51:13+00:00
Satergo/Satergo,437407930,Satergo,False,Satergo,https://github.com/Satergo,https://github.com/Satergo/Satergo,33,15,33,Java,The desktop wallet for the Ergo cryptocurrency,1,Other,"wallet, crypto, cryptocurrency, ergo, desktop, javafx, java, cross-platform",master,2025-02-03 11:27:43+00:00,2021-12-11 23:08:34+00:00,2025-02-07 21:15:38+00:00
wizardsardine/liana,516003390,liana,False,wizardsardine,https://github.com/wizardsardine,https://github.com/wizardsardine/liana,358,65,358,Rust,The missing safety net for your coins,256,"BSD 3-Clause ""New"" or ""Revised"" License","bitcoin, safety, miniscript, wallet",master,2025-02-12 15:57:41+00:00,2022-07-20 13:57:06+00:00,2025-02-21 08:25:11+00:00
Tokemak/tokemak-smart-contracts-public,398040772,tokemak-smart-contracts-public,False,Tokemak,https://github.com/Tokemak,https://github.com/Tokemak/tokemak-smart-contracts-public,64,31,64,Solidity,A public repo of Tokemak's currently deployed contracts.,3,,,main,2024-06-19 20:29:04+00:00,2021-08-19 18:36:01+00:00,2025-01-03 11:32:57+00:00
EvanTWalter/DEX-JavaScript-Front-Running-Bot-V4-EvanTWalter,713392903,DEX-JavaScript-Front-Running-Bot-V4-EvanTWalter,False,EvanTWalter,https://github.com/EvanTWalter,https://github.com/EvanTWalter/DEX-JavaScript-Front-Running-Bot-V4-EvanTWalter,10,16,10,JavaScript,"Automate your trading with our open-source JavaScript bot that performs Front Running on DEX's. Simple to use and profitable, start making money now.",0,,"blockchain-explorer, cryptocurrency-exchange, gas, solidity, solidity-contracts",main,2024-10-26 14:59:23+00:00,2023-11-02 12:36:41+00:00,2025-01-19 19:23:58+00:00
joshuapjacob/crypto-volatility-surface,843230940,crypto-volatility-surface,False,joshuapjacob,https://github.com/joshuapjacob,https://github.com/joshuapjacob/crypto-volatility-surface,53,6,53,Python,A dashboard to visualize cryptocurrency implied volatility surfaces constructed with option data from Binance.,0,GNU General Public License v3.0,"binance, cryptocurrency, streamlit, volatility, volatility-smile, kernel-smoothing, plotly, svi",main,2025-02-04 23:52:46+00:00,2024-08-16 04:05:41+00:00,2025-02-19 16:36:25+00:00
L9T-Development/solana-mev-bot,927786873,solana-mev-bot,False,L9T-Development,https://github.com/L9T-Development,https://github.com/L9T-Development/solana-mev-bot,27,18,27,Rust,solana mev bot rust code,0,,,main,2025-02-10 22:03:49+00:00,2025-02-05 14:45:27+00:00,2025-02-21 14:35:07+00:00
